Start Time,End Time,Book,Page #,Song / Activity,BPM,Notes,Duration in Minutes,Day Grouper,Week Grouper
11/29/2024 17:36:10,11/29/2024 17:40:18,Exercises,,Broken Chords,115,,4.1,11/29/2024,11/25/2024
11/29/2024 17:40:18,11/29/2024 17:46:20,Exercises,,Triads,115,pedal practice on triads,6.0,11/29/2024,11/25/2024
12/1/2024 20:49:31,12/1/2024 20:58:53,Exercises,,Warmup + Scales,120,,9.4,12/1/2024,11/25/2024
12/1/2024 20:58:53,12/1/2024 21:00:43,Exercises,,Chromatic Scale,120,"quarter, eight, and triplets",1.8,12/1/2024,11/25/2024
12/1/2024 21:00:43,12/1/2024 21:03:06,Exercises,,Arpeggio,120,quarter notes,2.4,12/1/2024,11/25/2024
12/1/2024 21:03:06,12/1/2024 21:09:10,Exercises,,Broken Chords,120,,6.1,12/1/2024,11/25/2024
12/1/2024 21:09:10,12/1/2024 21:15:27,Exercises,,Triads,120,pedal practice on triads,6.3,12/1/2024,11/25/2024
12/1/2024 21:15:27,12/1/2024 21:18:13,A Dozen a Day - Book 2,,Group 2 - 1,70,,2.8,12/1/2024,11/25/2024
12/1/2024 21:18:13,12/1/2024 21:18:47,A Dozen a Day - Book 2,,Group 2 - 2,70,,0.6,12/1/2024,11/25/2024
12/1/2024 21:18:47,12/1/2024 21:19:49,A Dozen a Day - Book 2,,Group 2 - 3,70,,1.0,12/1/2024,11/25/2024
12/1/2024 21:19:49,12/1/2024 21:20:16,A Dozen a Day - Book 2,,Group 2 - 4,70,,0.5,12/1/2024,11/25/2024
12/1/2024 21:20:16,12/1/2024 21:22:48,A Dozen a Day - Book 2,,Group 2 - 5,70,go with the pulse,2.5,12/1/2024,11/25/2024
12/1/2024 21:22:48,12/1/2024 21:23:09,A Dozen a Day - Book 2,,Group 2 - 6,70,,0.3,12/1/2024,11/25/2024
12/1/2024 21:23:09,12/1/2024 21:24:57,A Dozen a Day - Book 2,,Group 2 - 7,70,,1.8,12/1/2024,11/25/2024
12/1/2024 21:24:57,12/1/2024 21:41:11,Easy Piano Classics,,Nocturne,70,,16.2,12/1/2024,11/25/2024
12/1/2024 21:41:11,12/1/2024 22:08:00,Joy of Piano,,Clair de Lune,40,,26.8,12/1/2024,11/25/2024
12/2/2024 22:53:15,12/2/2024 23:03:36,Exercises,,Warmup + Scales,120,,10.3,12/2/2024,12/2/2024
12/2/2024 23:03:36,12/2/2024 23:04:27,Exercises,,Chromatic Scale,120,"quarter, eight, and triplets",0.9,12/2/2024,12/2/2024
12/2/2024 23:04:27,12/2/2024 23:06:24,Exercises,,Arpeggio,120,quarter notes,2.0,12/2/2024,12/2/2024
12/2/2024 23:06:24,12/2/2024 23:11:10,Exercises,,Broken Chords,120,,4.8,12/2/2024,12/2/2024
12/2/2024 23:11:10,12/2/2024 23:13:07,Exercises,,Triads,120,pedal practice on triads,2.0,12/2/2024,12/2/2024
12/2/2024 23:13:07,12/2/2024 23:14:20,A Dozen a Day - Book 2,,Group 2 - 1,70,,1.2,12/2/2024,12/2/2024
12/2/2024 23:14:20,12/2/2024 23:14:50,A Dozen a Day - Book 2,,Group 2 - 2,70,,0.5,12/2/2024,12/2/2024
12/2/2024 23:14:50,12/2/2024 23:15:25,A Dozen a Day - Book 2,,Group 2 - 3,70,,0.6,12/2/2024,12/2/2024
12/2/2024 23:15:25,12/2/2024 23:15:49,A Dozen a Day - Book 2,,Group 2 - 4,70,,0.4,12/2/2024,12/2/2024
12/2/2024 23:15:49,12/2/2024 23:17:04,A Dozen a Day - Book 2,,Group 2 - 5,70,go with the pulse,1.3,12/2/2024,12/2/2024
12/2/2024 23:17:04,12/2/2024 23:17:42,A Dozen a Day - Book 2,,Group 2 - 6,70,,0.6,12/2/2024,12/2/2024
12/2/2024 23:17:42,12/2/2024 23:18:27,A Dozen a Day - Book 2,,Group 2 - 7,70,,0.7,12/2/2024,12/2/2024
12/2/2024 23:18:27,12/2/2024 23:21:43,A Dozen a Day - Book 2,,Group 2 - 8,70,,3.3,12/2/2024,12/2/2024
12/2/2024 23:21:43,12/2/2024 23:23:44,A Dozen a Day - Book 2,,Group 2 - 9,70,,2.0,12/2/2024,12/2/2024
12/2/2024 23:23:44,12/2/2024 23:41:36,Joy of Piano,,Clair de Lune,40,,17.9,12/2/2024,12/2/2024
12/2/2024 23:41:36,12/2/2024 23:48:10,Easy Piano Classics,,Gavotte,40,,6.6,12/2/2024,12/2/2024
12/3/2024 20:50:24,12/3/2024 21:00:44,Exercises,,Warmup + Scales,125,,10.3,12/3/2024,12/2/2024
12/3/2024 21:00:44,12/3/2024 21:01:48,Exercises,,Chromatic Scale,125,"quarter, eight, and triplets",1.1,12/3/2024,12/2/2024
12/3/2024 21:01:48,12/3/2024 21:03:20,Exercises,,Arpeggio,125,quarter notes,1.5,12/3/2024,12/2/2024
12/3/2024 21:03:20,12/3/2024 21:07:34,Exercises,,Broken Chords,125,,4.2,12/3/2024,12/2/2024
12/3/2024 21:07:34,12/3/2024 21:15:00,Exercises,,Triads,125,pedal practice on triads,7.4,12/3/2024,12/2/2024
12/3/2024 21:15:00,12/3/2024 21:16:57,A Dozen a Day - Book 2,,Group 2 - 1,75,,2.0,12/3/2024,12/2/2024
12/3/2024 21:16:57,12/3/2024 21:17:26,A Dozen a Day - Book 2,,Group 2 - 2,75,,0.5,12/3/2024,12/2/2024
12/3/2024 21:17:26,12/3/2024 21:17:57,A Dozen a Day - Book 2,,Group 2 - 3,75,,0.5,12/3/2024,12/2/2024
12/3/2024 21:17:57,12/3/2024 21:18:20,A Dozen a Day - Book 2,,Group 2 - 4,75,,0.4,12/3/2024,12/2/2024
12/3/2024 21:18:20,12/3/2024 21:19:34,A Dozen a Day - Book 2,,Group 2 - 5,75,go with the pulse,1.2,12/3/2024,12/2/2024
12/3/2024 21:19:34,12/3/2024 21:20:11,A Dozen a Day - Book 2,,Group 2 - 6,75,,0.6,12/3/2024,12/2/2024
12/3/2024 21:20:11,12/3/2024 21:21:21,A Dozen a Day - Book 2,,Group 2 - 7,75,,1.2,12/3/2024,12/2/2024
12/3/2024 21:21:21,12/3/2024 21:23:31,A Dozen a Day - Book 2,,Group 2 - 8,75,,2.2,12/3/2024,12/2/2024
12/3/2024 21:23:31,12/3/2024 21:24:57,A Dozen a Day - Book 2,,Group 2 - 9,75,,1.4,12/3/2024,12/2/2024
12/3/2024 21:24:57,12/3/2024 22:09:36,Joy of Piano,,Clair de Lune,60,,44.6,12/3/2024,12/2/2024
12/3/2024 22:09:36,12/3/2024 22:32:27,Easy Piano Classics,,Gavotte,60,,22.9,12/3/2024,12/2/2024
12/4/2024 20:52:21,12/4/2024 21:05:38,Exercises,,Warmup + Scales,125,,13.3,12/4/2024,12/2/2024
12/4/2024 21:05:38,12/4/2024 21:06:40,Exercises,,Chromatic Scale,125,"quarter, eight, and triplets",1.0,12/4/2024,12/2/2024
12/4/2024 21:06:40,12/4/2024 21:08:42,Exercises,,Arpeggio,125,quarter notes,2.0,12/4/2024,12/2/2024
12/4/2024 21:08:42,12/4/2024 21:13:36,Exercises,,Broken Chords,125,,4.9,12/4/2024,12/2/2024
12/4/2024 21:13:36,12/4/2024 21:17:44,Exercises,,Triads,125,pedal practice on triads,4.1,12/4/2024,12/2/2024
12/4/2024 21:17:44,12/4/2024 21:18:58,A Dozen a Day - Book 2,,Group 2 - 1,75,,1.2,12/4/2024,12/2/2024
12/4/2024 21:18:58,12/4/2024 21:19:27,A Dozen a Day - Book 2,,Group 2 - 2,75,,0.5,12/4/2024,12/2/2024
12/4/2024 21:19:27,12/4/2024 21:20:05,A Dozen a Day - Book 2,,Group 2 - 3,75,,0.6,12/4/2024,12/2/2024
12/4/2024 21:20:05,12/4/2024 21:20:28,A Dozen a Day - Book 2,,Group 2 - 4,75,,0.4,12/4/2024,12/2/2024
12/4/2024 21:20:28,12/4/2024 21:21:41,A Dozen a Day - Book 2,,Group 2 - 5,75,go with the pulse,1.2,12/4/2024,12/2/2024
12/4/2024 21:21:41,12/4/2024 21:22:26,A Dozen a Day - Book 2,,Group 2 - 6,75,,0.8,12/4/2024,12/2/2024
12/4/2024 21:22:26,12/4/2024 21:23:01,A Dozen a Day - Book 2,,Group 2 - 7,75,,0.6,12/4/2024,12/2/2024
12/4/2024 21:23:01,12/4/2024 21:23:43,A Dozen a Day - Book 2,,Group 2 - 8,75,,0.7,12/4/2024,12/2/2024
12/4/2024 21:23:43,12/4/2024 21:24:49,A Dozen a Day - Book 2,,Group 2 - 9,75,,1.1,12/4/2024,12/2/2024
12/4/2024 21:24:49,12/4/2024 21:48:56,Joy of Piano,,Clair de Lune,55,,24.1,12/4/2024,12/2/2024
12/4/2024 21:48:56,12/4/2024 22:07:56,Easy Piano Classics,,Gavotte,65,,19.0,12/4/2024,12/2/2024
12/5/2024 23:41:01,12/5/2024 23:48:33,Exercises,,Warmup + Scales,125,,7.5,12/5/2024,12/2/2024
12/5/2024 23:48:33,12/5/2024 23:50:36,Exercises,,Chromatic Scale,125,,2.0,12/5/2024,12/2/2024
12/5/2024 23:50:36,12/5/2024 23:52:42,Exercises,,Arpeggio,125,,2.1,12/5/2024,12/2/2024
12/5/2024 23:52:42,12/6/2024 0:00:09,Exercises,,Broken Chords,125,,7.5,12/5/2024,12/2/2024
12/6/2024 0:00:09,12/6/2024 0:08:16,Exercises,,Triads,125,,8.1,12/6/2024,12/2/2024
12/6/2024 0:08:16,12/6/2024 0:09:29,A Dozen a Day - Book 2,,Group 2 - 1,75,,1.2,12/6/2024,12/2/2024
12/6/2024 0:09:29,12/6/2024 0:10:06,A Dozen a Day - Book 2,,Group 2 - 2,75,,0.6,12/6/2024,12/2/2024
12/6/2024 0:10:06,12/6/2024 0:10:39,A Dozen a Day - Book 2,,Group 2 - 3,75,,0.5,12/6/2024,12/2/2024
12/6/2024 0:10:39,12/6/2024 0:11:01,A Dozen a Day - Book 2,,Group 2 - 4,75,,0.4,12/6/2024,12/2/2024
12/6/2024 0:11:01,12/6/2024 0:12:06,A Dozen a Day - Book 2,,Group 2 - 5,75,,1.1,12/6/2024,12/2/2024
12/6/2024 0:12:06,12/6/2024 0:12:24,A Dozen a Day - Book 2,,Group 2 - 6,75,,0.3,12/6/2024,12/2/2024
12/6/2024 0:12:24,12/6/2024 0:12:55,A Dozen a Day - Book 2,,Group 2 - 7,75,,0.5,12/6/2024,12/2/2024
12/6/2024 0:12:55,12/6/2024 0:13:29,A Dozen a Day - Book 2,,Group 2 - 8,75,,0.6,12/6/2024,12/2/2024
12/6/2024 0:13:29,12/6/2024 0:15:02,A Dozen a Day - Book 2,,Group 2 - 9,75,,1.5,12/6/2024,12/2/2024
12/6/2024 23:53:07,12/7/2024 0:00:06,Exercises,,Warmup + Scales,125,,7.0,12/6/2024,12/2/2024
12/7/2024 0:00:06,12/7/2024 0:02:33,Exercises,,Chromatic Scale,125,,2.5,12/7/2024,12/2/2024
12/7/2024 0:02:33,12/7/2024 0:04:16,Exercises,,Arpeggio,125,,1.7,12/7/2024,12/2/2024
12/7/2024 0:04:16,12/7/2024 0:08:46,Exercises,,Broken Chords,125,,4.5,12/7/2024,12/2/2024
12/7/2024 0:08:46,12/7/2024 0:14:36,Exercises,,Triads,125,,5.8,12/7/2024,12/2/2024
12/7/2024 0:14:36,12/7/2024 0:16:21,A Dozen a Day - Book 2,,Group 2 - 1,75,,1.8,12/7/2024,12/2/2024
12/7/2024 0:16:21,12/7/2024 0:17:10,A Dozen a Day - Book 2,,Group 2 - 2,75,,0.8,12/7/2024,12/2/2024
12/7/2024 0:17:10,12/7/2024 0:17:55,A Dozen a Day - Book 2,,Group 2 - 3,75,,0.8,12/7/2024,12/2/2024
12/7/2024 0:17:55,12/7/2024 0:18:20,A Dozen a Day - Book 2,,Group 2 - 4,75,,0.4,12/7/2024,12/2/2024
12/7/2024 0:18:20,12/7/2024 0:19:08,A Dozen a Day - Book 2,,Group 2 - 5,75,,0.8,12/7/2024,12/2/2024
12/7/2024 0:19:08,12/7/2024 0:19:28,A Dozen a Day - Book 2,,Group 2 - 6,75,,0.3,12/7/2024,12/2/2024
12/7/2024 0:19:28,12/7/2024 0:20:03,A Dozen a Day - Book 2,,Group 2 - 7,75,,0.6,12/7/2024,12/2/2024
12/7/2024 0:20:03,12/7/2024 0:21:10,A Dozen a Day - Book 2,,Group 2 - 8,75,,1.1,12/7/2024,12/2/2024
12/7/2024 0:21:10,12/7/2024 0:21:48,A Dozen a Day - Book 2,,Group 2 - 9,75,,0.6,12/7/2024,12/2/2024
12/7/2024 0:21:48,12/7/2024 0:42:02,Joy of Piano,,Clair de Lune,55,,20.2,12/7/2024,12/2/2024
12/7/2024 22:53:18,12/7/2024 23:00:47,Exercises,,Warmup + Scales,125,,7.5,12/7/2024,12/2/2024
12/7/2024 23:00:47,12/7/2024 23:02:03,Exercises,,Chromatic Scale,125,,1.3,12/7/2024,12/2/2024
12/7/2024 23:02:03,12/7/2024 23:04:11,Exercises,,Arpeggio,125,,2.1,12/7/2024,12/2/2024
12/7/2024 23:04:11,12/7/2024 23:09:29,Exercises,,Broken Chords,125,,5.3,12/7/2024,12/2/2024
12/7/2024 23:09:29,12/7/2024 23:15:34,Exercises,,Triads,125,,6.1,12/7/2024,12/2/2024
12/7/2024 23:15:34,12/7/2024 23:17:55,A Dozen a Day - Book 2,,Group 2 - 1,75,,2.3,12/7/2024,12/2/2024
12/7/2024 23:17:55,12/7/2024 23:18:25,A Dozen a Day - Book 2,,Group 2 - 2,75,,0.5,12/7/2024,12/2/2024
12/7/2024 23:18:25,12/7/2024 23:19:19,A Dozen a Day - Book 2,,Group 2 - 3,75,,0.9,12/7/2024,12/2/2024
12/7/2024 23:19:19,12/7/2024 23:19:46,A Dozen a Day - Book 2,,Group 2 - 4,75,,0.4,12/7/2024,12/2/2024
12/7/2024 23:19:46,12/7/2024 23:20:30,A Dozen a Day - Book 2,,Group 2 - 5,75,,0.7,12/7/2024,12/2/2024
12/7/2024 23:20:30,12/7/2024 23:21:14,A Dozen a Day - Book 2,,Group 2 - 6,75,,0.7,12/7/2024,12/2/2024
12/7/2024 23:21:14,12/7/2024 23:22:53,A Dozen a Day - Book 2,,Group 2 - 7,75,,1.6,12/7/2024,12/2/2024
12/7/2024 23:22:53,12/7/2024 23:23:49,A Dozen a Day - Book 2,,Group 2 - 8,75,,0.9,12/7/2024,12/2/2024
12/7/2024 23:23:49,12/7/2024 23:24:51,A Dozen a Day - Book 2,,Group 2 - 9,75,,1.0,12/7/2024,12/2/2024
12/7/2024 23:24:51,12/7/2024 23:47:23,Joy of Piano,,Clair de Lune,55,,22.5,12/7/2024,12/2/2024
12/7/2024 23:47:23,12/7/2024 23:55:17,Easy Piano Classics,,Gavotte,65,,7.9,12/7/2024,12/2/2024
12/10/2024 22:28:17,12/10/2024 22:38:21,Exercises,,Warmup + Scales,130,,10.1,12/10/2024,12/9/2024
12/10/2024 22:38:21,12/10/2024 22:39:26,Exercises,,Chromatic Scale,130,,1.1,12/10/2024,12/9/2024
12/10/2024 22:39:26,12/10/2024 22:41:37,Exercises,,Arpeggio,130,,2.2,12/10/2024,12/9/2024
12/10/2024 22:41:37,12/10/2024 22:44:51,Exercises,,Broken Chords,130,,3.2,12/10/2024,12/9/2024
12/10/2024 22:44:51,12/10/2024 22:47:31,Exercises,,Triads,130,,2.7,12/10/2024,12/9/2024
12/10/2024 22:47:31,12/10/2024 22:49:56,Exercises,,Broken Triads,130,,2.4,12/10/2024,12/9/2024
12/10/2024 22:49:56,12/10/2024 22:51:59,A Dozen a Day - Book 2,,Group 2 - 1,80,,2.0,12/10/2024,12/9/2024
12/10/2024 22:51:59,12/10/2024 22:52:27,A Dozen a Day - Book 2,,Group 2 - 2,80,,0.5,12/10/2024,12/9/2024
12/10/2024 22:52:27,12/10/2024 22:52:57,A Dozen a Day - Book 2,,Group 2 - 3,80,,0.5,12/10/2024,12/9/2024
12/10/2024 22:52:57,12/10/2024 22:53:23,A Dozen a Day - Book 2,,Group 2 - 4,80,,0.4,12/10/2024,12/9/2024
12/10/2024 22:53:23,12/10/2024 22:55:07,A Dozen a Day - Book 2,,Group 2 - 5,80,,1.7,12/10/2024,12/9/2024
12/10/2024 22:55:07,12/10/2024 22:55:27,A Dozen a Day - Book 2,,Group 2 - 6,80,,0.3,12/10/2024,12/9/2024
12/10/2024 22:55:27,12/10/2024 22:56:00,A Dozen a Day - Book 2,,Group 2 - 7,80,,0.5,12/10/2024,12/9/2024
12/10/2024 22:56:00,12/10/2024 22:56:29,A Dozen a Day - Book 2,,Group 2 - 8,80,,0.5,12/10/2024,12/9/2024
12/10/2024 22:56:29,12/10/2024 22:57:00,A Dozen a Day - Book 2,,Group 2 - 9,80,,0.5,12/10/2024,12/9/2024
12/10/2024 22:57:00,12/10/2024 23:00:44,A Dozen a Day - Book 2,,Group 2 - 10,80,,3.7,12/10/2024,12/9/2024
12/10/2024 23:00:44,12/10/2024 23:06:48,A Dozen a Day - Book 2,,Group 2 - 11,80,,6.1,12/10/2024,12/9/2024
12/10/2024 23:06:48,12/10/2024 23:20:00,Joy of Piano,,Clair de Lune,45,,13.2,12/10/2024,12/9/2024
12/10/2024 23:20:00,12/10/2024 23:33:17,Easy Piano Classics,,Gavotte,45,,13.3,12/10/2024,12/9/2024
12/11/2024 20:40:20,12/11/2024 20:50:20,Exercises,,Warmup + Scales,130,,10.0,12/11/2024,12/9/2024
12/11/2024 20:50:20,12/11/2024 20:51:21,Exercises,,Chromatic Scale,130,,1.0,12/11/2024,12/9/2024
12/11/2024 20:51:21,12/11/2024 20:53:18,Exercises,,Arpeggio,130,,2.0,12/11/2024,12/9/2024
12/11/2024 20:53:18,12/11/2024 20:57:55,Exercises,,Broken Chords,130,,4.6,12/11/2024,12/9/2024
12/11/2024 20:57:55,12/11/2024 20:59:54,Exercises,,Triads,130,,2.0,12/11/2024,12/9/2024
12/11/2024 20:59:54,12/11/2024 21:03:10,Exercises,,Broken Triads,130,,3.3,12/11/2024,12/9/2024
12/11/2024 21:03:10,12/11/2024 21:04:26,A Dozen a Day - Book 2,,Group 2 - 1,80,,1.3,12/11/2024,12/9/2024
12/11/2024 21:04:26,12/11/2024 21:04:52,A Dozen a Day - Book 2,,Group 2 - 2,80,,0.4,12/11/2024,12/9/2024
12/11/2024 21:04:52,12/11/2024 21:05:29,A Dozen a Day - Book 2,,Group 2 - 3,80,,0.6,12/11/2024,12/9/2024
12/11/2024 21:05:29,12/11/2024 21:05:50,A Dozen a Day - Book 2,,Group 2 - 4,80,,0.4,12/11/2024,12/9/2024
12/11/2024 21:05:50,12/11/2024 21:06:36,A Dozen a Day - Book 2,,Group 2 - 5,80,,0.8,12/11/2024,12/9/2024
12/11/2024 21:06:36,12/11/2024 21:06:55,A Dozen a Day - Book 2,,Group 2 - 6,80,,0.3,12/11/2024,12/9/2024
12/11/2024 21:06:55,12/11/2024 21:07:52,A Dozen a Day - Book 2,,Group 2 - 7,80,,1.0,12/11/2024,12/9/2024
12/11/2024 21:07:52,12/11/2024 21:08:21,A Dozen a Day - Book 2,,Group 2 - 8,80,,0.5,12/11/2024,12/9/2024
12/11/2024 21:08:21,12/11/2024 21:08:55,A Dozen a Day - Book 2,,Group 2 - 9,80,,0.6,12/11/2024,12/9/2024
12/11/2024 21:08:55,12/11/2024 21:12:10,A Dozen a Day - Book 2,,Group 2 - 10,80,,3.2,12/11/2024,12/9/2024
12/11/2024 21:12:10,12/11/2024 21:15:51,A Dozen a Day - Book 2,,Group 2 - 11,80,,3.7,12/11/2024,12/9/2024
12/11/2024 21:15:51,12/11/2024 21:19:43,Joy of Piano,,Clair de Lune,45,,3.9,12/11/2024,12/9/2024
12/11/2024 21:19:43,12/11/2024 21:24:36,Easy Piano Classics,,Gavotte,65,,4.9,12/11/2024,12/9/2024
12/12/2024 23:09:25,12/12/2024 23:15:31,Exercises,,Warmup + Scales,130,,6.1,12/12/2024,12/9/2024
12/12/2024 23:15:31,12/12/2024 23:16:06,Exercises,,Chromatic Scale,130,,0.6,12/12/2024,12/9/2024
12/12/2024 23:16:06,12/12/2024 23:17:44,Exercises,,Arpeggio,130,,1.6,12/12/2024,12/9/2024
12/12/2024 23:17:44,12/12/2024 23:21:39,Exercises,,Broken Chords,130,,3.9,12/12/2024,12/9/2024
12/12/2024 23:21:39,12/12/2024 23:24:05,Exercises,,Triads,130,,2.4,12/12/2024,12/9/2024
12/12/2024 23:24:05,12/12/2024 23:26:24,Exercises,,Broken Triads,130,,2.3,12/12/2024,12/9/2024
12/12/2024 23:26:24,12/12/2024 23:27:59,A Dozen a Day - Book 2,,Group 2 - 1,80,,1.6,12/12/2024,12/9/2024
12/12/2024 23:27:59,12/12/2024 23:28:26,A Dozen a Day - Book 2,,Group 2 - 2,80,,0.4,12/12/2024,12/9/2024
12/12/2024 23:28:26,12/12/2024 23:28:56,A Dozen a Day - Book 2,,Group 2 - 3,80,,0.5,12/12/2024,12/9/2024
12/12/2024 23:28:56,12/12/2024 23:29:17,A Dozen a Day - Book 2,,Group 2 - 4,80,,0.4,12/12/2024,12/9/2024
12/12/2024 23:29:17,12/12/2024 23:30:20,A Dozen a Day - Book 2,,Group 2 - 5,80,,1.1,12/12/2024,12/9/2024
12/12/2024 23:30:20,12/12/2024 23:30:56,A Dozen a Day - Book 2,,Group 2 - 6,80,,0.6,12/12/2024,12/9/2024
12/12/2024 23:30:56,12/12/2024 23:31:24,A Dozen a Day - Book 2,,Group 2 - 7,80,,0.5,12/12/2024,12/9/2024
12/12/2024 23:31:24,12/12/2024 23:31:52,A Dozen a Day - Book 2,,Group 2 - 8,80,,0.5,12/12/2024,12/9/2024
12/12/2024 23:31:52,12/12/2024 23:32:26,A Dozen a Day - Book 2,,Group 2 - 9,80,,0.6,12/12/2024,12/9/2024
12/12/2024 23:32:26,12/12/2024 23:34:08,A Dozen a Day - Book 2,,Group 2 - 10,80,,1.7,12/12/2024,12/9/2024
12/12/2024 23:34:08,12/12/2024 23:35:17,A Dozen a Day - Book 2,,Group 2 - 11,80,,1.1,12/12/2024,12/9/2024
12/12/2024 23:35:17,12/12/2024 23:55:52,Joy of Piano,,Clair de Lune,50,,20.6,12/12/2024,12/9/2024
12/12/2024 23:55:52,12/13/2024 0:09:24,Easy Piano Classics,,Gavotte,70,,13.5,12/12/2024,12/9/2024
12/14/2024 13:22:24,12/14/2024 13:28:16,Exercises,,Warmup + Scales,130,,5.9,12/14/2024,12/9/2024
12/14/2024 13:28:16,12/14/2024 13:29:13,Exercises,,Chromatic Scale,130,,1.0,12/14/2024,12/9/2024
12/14/2024 13:29:13,12/14/2024 13:31:24,Exercises,,Arpeggio,130,,2.2,12/14/2024,12/9/2024
12/14/2024 13:31:24,12/14/2024 13:34:33,Exercises,,Broken Chords,130,,3.2,12/14/2024,12/9/2024
12/14/2024 13:34:33,12/14/2024 13:38:29,Exercises,,Triads,130,,3.9,12/14/2024,12/9/2024
12/14/2024 13:38:29,12/14/2024 13:40:21,Exercises,,Broken Triads,130,,1.9,12/14/2024,12/9/2024
12/14/2024 13:40:21,12/14/2024 13:40:59,A Dozen a Day - Book 2,,Group 2 - 1,80,,0.6,12/14/2024,12/9/2024
12/14/2024 13:40:59,12/14/2024 13:41:33,A Dozen a Day - Book 2,,Group 2 - 2,80,,0.6,12/14/2024,12/9/2024
12/14/2024 13:41:33,12/14/2024 13:42:07,A Dozen a Day - Book 2,,Group 2 - 3,80,,0.6,12/14/2024,12/9/2024
12/14/2024 13:42:07,12/14/2024 13:42:29,A Dozen a Day - Book 2,,Group 2 - 4,80,,0.4,12/14/2024,12/9/2024
12/14/2024 13:42:29,12/14/2024 13:43:45,A Dozen a Day - Book 2,,Group 2 - 5,80,,1.3,12/14/2024,12/9/2024
12/14/2024 13:43:45,12/14/2024 13:44:16,A Dozen a Day - Book 2,,Group 2 - 6,80,,0.5,12/14/2024,12/9/2024
12/14/2024 13:44:16,12/14/2024 13:45:18,A Dozen a Day - Book 2,,Group 2 - 7,80,,1.0,12/14/2024,12/9/2024
12/14/2024 13:45:18,12/14/2024 13:45:45,A Dozen a Day - Book 2,,Group 2 - 8,80,,0.5,12/14/2024,12/9/2024
12/14/2024 13:45:45,12/14/2024 13:46:16,A Dozen a Day - Book 2,,Group 2 - 9,80,,0.5,12/14/2024,12/9/2024
12/14/2024 13:46:16,12/14/2024 13:48:18,A Dozen a Day - Book 2,,Group 2 - 10,80,,2.0,12/14/2024,12/9/2024
12/14/2024 13:48:18,12/14/2024 13:49:52,A Dozen a Day - Book 2,,Group 2 - 11,80,,1.6,12/14/2024,12/9/2024
12/14/2024 23:29:23,12/14/2024 23:44:33,Joy of Piano,,Clair de Lune,45,,15.2,12/14/2024,12/9/2024
12/14/2024 22:44:54,12/14/2024 23:29:23,Easy Piano Classics,,Gavotte,100,,44.5,12/14/2024,12/9/2024
12/15/2024 14:13:06,12/15/2024 14:20:16,Exercises,,Warmup + Scales,130,,7.2,12/15/2024,12/9/2024
12/15/2024 14:20:16,12/15/2024 14:21:29,Exercises,,Chromatic Scale,130,,1.2,12/15/2024,12/9/2024
12/15/2024 14:21:29,12/15/2024 14:23:19,Exercises,,Arpeggio,130,,1.8,12/15/2024,12/9/2024
12/15/2024 14:23:19,12/15/2024 14:27:30,Exercises,,Broken Chords,130,,4.2,12/15/2024,12/9/2024
12/15/2024 14:27:30,12/15/2024 14:29:16,Exercises,,Triads,130,,1.8,12/15/2024,12/9/2024
12/15/2024 14:29:16,12/15/2024 14:31:26,Exercises,,Broken Triads,130,,2.2,12/15/2024,12/9/2024
12/15/2024 14:31:26,12/15/2024 14:32:55,A Dozen a Day - Book 2,,Group 2 - 1,80,,1.5,12/15/2024,12/9/2024
12/15/2024 14:32:55,12/15/2024 14:33:27,A Dozen a Day - Book 2,,Group 2 - 2,80,,0.5,12/15/2024,12/9/2024
12/15/2024 14:33:27,12/15/2024 14:33:57,A Dozen a Day - Book 2,,Group 2 - 3,80,,0.5,12/15/2024,12/9/2024
12/15/2024 14:33:57,12/15/2024 14:34:21,A Dozen a Day - Book 2,,Group 2 - 4,80,,0.4,12/15/2024,12/9/2024
12/15/2024 14:34:21,12/15/2024 14:35:38,A Dozen a Day - Book 2,,Group 2 - 5,80,,1.3,12/15/2024,12/9/2024
12/15/2024 14:35:38,12/15/2024 14:36:11,A Dozen a Day - Book 2,,Group 2 - 6,80,,0.6,12/15/2024,12/9/2024
12/15/2024 14:36:11,12/15/2024 14:36:52,A Dozen a Day - Book 2,,Group 2 - 7,80,,0.7,12/15/2024,12/9/2024
12/15/2024 14:36:52,12/15/2024 14:37:42,A Dozen a Day - Book 2,,Group 2 - 8,80,,0.8,12/15/2024,12/9/2024
12/15/2024 14:37:42,12/15/2024 14:38:12,A Dozen a Day - Book 2,,Group 2 - 9,80,,0.5,12/15/2024,12/9/2024
12/15/2024 14:38:12,12/15/2024 14:39:52,A Dozen a Day - Book 2,,Group 2 - 10,80,,1.7,12/15/2024,12/9/2024
12/15/2024 14:39:52,12/15/2024 14:43:51,A Dozen a Day - Book 2,,Group 2 - 11,80,,4.0,12/15/2024,12/9/2024
12/15/2024 14:43:51,12/15/2024 14:57:51,Joy of Piano,,Clair de Lune,45,,14.0,12/15/2024,12/9/2024
12/16/2024 22:19:55,12/16/2024 22:37:27,Exercises,,Warmup + Scales,130,,17.5,12/16/2024,12/16/2024
12/16/2024 22:37:27,12/16/2024 22:39:46,Exercises,,Chromatic Scale,130,,2.3,12/16/2024,12/16/2024
12/16/2024 22:39:46,12/16/2024 22:41:36,Exercises,,Arpeggio,130,,1.8,12/16/2024,12/16/2024
12/16/2024 22:41:36,12/16/2024 22:49:32,Exercises,,Broken Chords,130,,7.9,12/16/2024,12/16/2024
